triple,sentence,shape,shape_type,size
Geon_Vise_Cup country Aezonnor Shirardros_Cavaliers league Geon_Vise_Cup Shirardros_Cavaliers numberOfMembers 4537.51 Shirardros_Cavaliers season 7532 ,,(X (X) (X) (X (X))),mixed,4
Psychilences artist Narina_Orga Psychilences followedBy Jealry Psychilences genre Karmazit Psychilences precededBy Hol_lemon Psychilences producer Narina_Orga Psychilences runtime 3904.44 Psychilences type Fandago_Album ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Stone_Jumper engine Impulse_Engine Stone_Jumper length 189.3_(aeries) ,,(X (X) (X)),sibling,2
Fawn_Point_Airfield cityServed Fast_Lap_Autodrome Fawn_Point_Airfield elevationAboveTheSeaLevel 2579.82 Fawn_Point_Airfield location Wyckhill Fawn_Point_Airfield operatingOrganisation Reebrood_Freight Fawn_Point_Airfield runwayLength 1094.81 ,,(X (X) (X) (X) (X) (X)),sibling,5
Purzex assembly Elndria Purzex assembly Silverhurst Purzex manufacturer Dismon Purzex productionEndYear 7843 Purzex productionStartYear 7843 ,,(X (X) (X) (X) (X) (X)),sibling,5
Jara_Lumon birthDate October_19_1993 Jara_Lumon birthPlace Faulmuehle Jara_Lumon nationality Nymara ,,(X (X) (X) (X)),sibling,3
Nesett_Nialan birthPlace Sunyieid_County Nesett_Nialan birthPlace Liangming Nesett_Nialan mission Shenzhou_Spacewalk Nesett_Nialan mission Erynfire ,,(X (X) (X) (X) (X)),sibling,4
Climber_Cup country Natraia Houraveletico fullName Kiigethers_Athletic Houraveletico ground Battlegroove_Arena Houraveletico league Climber_Cup Battlegroove_Arena location Accede Houraveletico numberOfMembers 806.18 Houraveletico season 9128 ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,7
Grevix bodyStyle Piemzor Grevix manufacturer Meadowsweet Grevix productionEndYear 9526 Grevix productionStartYear 9526 ,,(X (X) (X) (X) (X)),sibling,4
Sterene assembly Brightside_Valley ,,(X (X)),NA,1
Desert_Riders broadcastedBy Banagran_Inc. Banagran_Inc. foundedBy Gevril_Eino ,,(X (X (X))),chain,2
Face_of_the_Terror director Candiba_Sadol Face_of_the_Terror musicComposer KinsMixin_Orsh ,,(X (X) (X)),sibling,2
Disc_Films followedBy Bilkwald Haemara followedBy Disc_Films Haemara genre Squeezaburp Disc_Films genre Xedovita ,,(X (X) (X (X) (X))),mixed,4
Wolf_Runan nationality Sekoro Wolf_Runan professionalField Merziva Wolf_Runan residence Kaziv Wolf_Runan spouse Amunda_Lune ,,(X (X) (X) (X) (X)),sibling,4
Jara_Lumon activeYearsStartYear Fentiall Jara_Lumon debutTeam Corvus_Overlords ,,(X (X) (X)),sibling,2
Snowfire_Glade editor Fironia_Towx Snowfire_Glade musicComposer Brineon_Darka Snowfire_Glade producer Koson_Marqo Snowfire_Glade runtime 3182.12 ,,(X (X) (X) (X) (X)),sibling,4
Le_Tour_de_Lys_University country Dysatria ,,(X (X)),NA,1
Kaemaker_Logistics city Eedle ,,(X (X)),NA,1
Ryterno areaTotal 3943.99 Soulon assembly Ryterno ,,(X (X (X))),chain,2
Highway_to_Heaven broadcastedBy TriStone_Logistics TriStone_Logistics city Xotronica_Center Highway_to_Heaven creator Okudah Highway_to_Heaven firstAired August_5_1973 ,,(X (X) (X) (X (X))),mixed,4
Lychee_Lily_raganade country Sevara Lychee_Lily_raganade course Cheezleaven Sevara currency Kawdee Sevara demonym Slaboreans Cheezleaven dishVariation Chuppaloops Lychee_Lily_raganade ingredient Toasmette ,,(X (X) (X (X)) (X (X) (X))),mixed,6
Les_Plumes_du_Canyon_University campus Phrazine Les_Plumes_du_Canyon_University numberOfDoctoralStudents 11124 Les_Plumes_du_Canyon_University numberOfStudents 4132.78 ,,(X (X) (X) (X)),sibling,3
Anix_Tisge birthPlace Ozergrad Anix_Tisge deathDate June_29_1988 Anix_Tisge deathPlace Ozergrad Anix_Tisge professionalField Autosophy Anix_Tisge professionalField Obrescatology ,,(X (X) (X) (X) (X) (X)),sibling,5
Toveg_Mayf birthPlace Hapeln Toveg_Mayf deathDate October_21_1966 Toveg_Mayf nationality Hapeln ,,(X (X) (X) (X)),sibling,3
Mariana recordLabel Sonic_Antiquities ,,(X (X)),NA,1
Anix_Tisge birthPlace Nevrouss Anix_Tisge inOfficeWhilePresident Fironia_Towx Anix_Tisge nationality Estenites Anix_Tisge party Democratic_Union_for_All Anix_Tisge spouse Wiwanse ,,(X (X) (X) (X) (X) (X)),sibling,5
Planeon assembly Garlonville Planeon bodyStyle Scartoosh Planeon manufacturer Goldwater_Rise ,,(X (X) (X) (X)),sibling,3
Wheels_of_Iron firstAired January_12_1948 Wheels_of_Iron starring Aloro_Zon ,,(X (X) (X)),sibling,2
Greyno_Ash birthDate February_9_2019 ,,(X (X)),NA,1
Undinee format Zynopsail ,,(X (X)),NA,1
Planet_Invaders broadcastedBy Omikii_Tech Omikii_Tech city Travern_Town_Hub Planet_Invaders starring Blither_Xesto ,,(X (X) (X (X))),mixed,3
Magma distributor Radcap_Installations Daring_Ducks series Magma ,,(X (X (X))),chain,2
"Warzone_of_Existence author Jara_Lumon Warzone_of_Existence followedBy ""Crossroads_of_the_Sleeping_Dragon"" Warzone_of_Existence literaryGenre Ivoshiza Warzone_of_Existence precededBy ""Legacy_of_the_Dark_Void"" Warzone_of_Existence publisher Narstia_House Warzone_of_Existence releaseDate June_5_1767 ",,(X (X) (X) (X) (X) (X) (X)),sibling,6
Presstryx elevationAboveTheSeaLevel 1094.81 Presstryx leaderTitle Tuxin_Fohean Presstryx populationDensity 3018.19 Presstryx timeZone UTC+12:39 Presstryx timeZone Silvercrown_Time ,,(X (X) (X) (X) (X) (X)),sibling,5
Tjerntay_Sky_Station elevationAboveTheSeaLevel 735.56 Tjerntay_Sky_Station icaoLocationIdentifier Prestyn_Landing_Fields Tjerntay_Sky_Station runwayLength 4985.27 Tjerntay_Sky_Station runwayName Rosen Tjerntay_Sky_Station runwaySurfaceType Igrilumin ,,(X (X) (X) (X) (X) (X)),sibling,5
Vico_Iolle birthPlace Sellanco Vico_Iolle deathPlace Kynsus Vico_Iolle occupation Ethercrafter ,,(X (X) (X) (X)),sibling,3
Baldur_Airway_Station elevationAboveTheSeaLevel 3018.19 Baldur_Airway_Station runwayName Ossib Baldur_Airway_Station runwaySurfaceType Sinoxyn ,,(X (X) (X) (X)),sibling,3
Arcadia address Sleepers_Well_Garden Arcadia architect Corad_Creson Arcadia architecturalStyle Stratocapsule_Fins Arcadia buildingStartDate May_30_6667 Arcadia currentTenants Quinzet_Business_School Arcadia owner Normerc_Academic_Center ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Edera_Skypaths city Kaixalia Solhaven_International elevationAboveTheSeaLevel 2717.98 Solhaven_International location Octaqueles Solhaven_International operatingOrganisation Edera_Skypaths ,,(X (X) (X) (X (X))),mixed,4
Carnelia address Sleepers_Well_Garden Carnelia architect Erjano_Metcan Carnelia buildingStartDate January_12_1956 Koltack_Business_School country Dysamor Carnelia currentTenants Koltack_Business_School Carnelia location Hunverth Carnelia owner Cherlin_University ,,(X (X) (X) (X) (X) (X) (X (X))),mixed,7
Laneux_Station location Kensworth Laneux_Station operatingOrganisation Braggon_Exports ,,(X (X) (X)),sibling,2
Arrya_Nihte birthDate June_11_2003 Arrya_Nihte deathPlace Tiresk Arrya_Nihte professionalField Spaceport_Technician ,,(X (X) (X) (X)),sibling,3
Behold_the_Beast director Gateyon_Rious Behold_the_Beast director Ayre_Zhirina Behold_the_Beast imdbId 439.24 Behold_the_Beast starring Ayre_Zhirina Behold_the_Beast writer Ayre_Zhirina ,,(X (X) (X) (X) (X) (X)),sibling,5
Zannes_Sorem almaMater Hearthall_University_of_History_and_Culture Zannes_Sorem birthDate November_24_1903 Zannes_Sorem professionalField Cosmochronology ,,(X (X) (X) (X)),sibling,3
"Clash_of_the_Ancients followedBy ""The_Dreamer's_Paradise"" Clash_of_the_Ancients publisher Phoenix_Books ",,(X (X) (X)),sibling,2
Fire_Drifting writer Little_Karm ,,(X (X)),NA,1
"Clover_Field author Farmer_Mesten Clover_Field followedBy ""Angel_of_the_Deluge"" ",,(X (X) (X)),sibling,2
Galenon address Gullsmart_Avenue Galenon architect Leonan_Kwarr Galenon buildingStartDate February_7_2635 Galenon completionDate July_4_2111 Galenon currentTenants Noveis_Business_School Galenon location Kourdson Galenon owner Lexin_University_of_Technology ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Twilight address Sleepers_Well_Garden Twilight architect Avaneon_Veinn Twilight buildingStartDate April_22_1821 Merinus_Business_School country Erysta Twilight currentTenants Merinus_Business_School Twilight owner Gareston_University ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Primecoin_Pictures album Pillar_Motion_Pictures ,,(X (X)),NA,1
Côte_d'Autel_University campus Rapsancie Côte_d'Autel_University numberOfDoctoralStudents 28891 Côte_d'Autel_University numberOfStudents 900.43 Côte_d'Autel_University numberOfUndergraduateStudents 2711.82 Côte_d'Autel_University staff 1057.22 ,,(X (X) (X) (X) (X) (X)),sibling,5
Karrsport_Airport elevationAboveTheSeaLevel 837.47 Karrsport_Airport operatingOrganisation Adasta_Aviations Karrsport_Airport runwayLength 1065.22 ,,(X (X) (X) (X)),sibling,3
The_Prophecy_of_Fear gross 1254.01 The_Prophecy_of_Fear runtime 2824.27 The_Prophecy_of_Fear starring Enna_Ceana The_Prophecy_of_Fear writer Ethar_Gilme ,,(X (X) (X) (X) (X)),sibling,4
Phaetinum apoapsis 3496.88 Phaetinum discovered October_22_1989 Phaetinum rotationPeriod 1915.17 ,,(X (X) (X) (X)),sibling,3
Oakwood_Academy affiliation Nova_Rock_Island_University Oakwood_Academy city Settur_Energy_Storage_Cluster Oakwood_Academy director Stavamo ,,(X (X) (X) (X)),sibling,3
Mystic_Point address Forgeton_Heights Mystic_Point architect Phillida_Tesey Mystic_Point currentTenants Friella_Business_School Mystic_Point owner Kerrien_University Mystic_Point tenant Friella_Business_School ,,(X (X) (X) (X) (X) (X)),sibling,5
Grandofre producer Melacylon ,,(X (X)),NA,1
Jakarso_Sminex deathYear Chlorem Frextwo director Voqril_Ervel Frextwo starring Roeran_Nadays Frextwo starring Jakarso_Sminex Frextwo writer Ganasah_Jilson ,,(X (X) (X) (X) (X (X))),mixed,5
Undreande leader Novou_Krosle ,,(X (X)),NA,1
Undinee followedBy Springhouse_Entertainment Springhouse_Entertainment followedBy Frextwo Undinee genre Swingy_Tones ,,(X (X) (X (X))),mixed,3
Viper_Choo-Chooer buildDate Tyayes Viper_Choo-Chooer engine Silken_Runner_Engine Viper_Choo-Chooer length 4.33_(lulastakes) ,,(X (X) (X) (X)),sibling,3
"""The_Labyrinth_of_the_Golden_Witch"" author Sessas_Neilo ""The_Labyrinth_of_the_Golden_Witch"" numberOfPages 1218 ",,(X (X) (X)),sibling,2
Bond_of_Trust broadcastedBy Friction_Pictures Bond_of_Trust director Celt_Saffron Bond_of_Trust editor Chryse_Folee Bond_of_Trust musicComposer Majeron_Vlare Bond_of_Trust producer Celt_Saffron Bond_of_Trust runtime 2846.73 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Brineon_Darka birthPlace Birmensohn Orchula language Xanthan Brineon_Darka nationality Orchula ,,(X (X) (X (X))),mixed,3
Les_Plumes_du_Canyon_University numberOfUndergraduateStudents 4401.52 Les_Plumes_du_Canyon_University staff 3063.76 ,,(X (X) (X)),sibling,2
SunSentinel_Research product Rambunctious_Raids ,,(X (X)),NA,1
Seerens_Electronics location Dyolila Seerens_Electronics product Seconnexia Seerens_Electronics product Wowtek_Cables ,,(X (X) (X) (X)),sibling,3
Verrige_Strategy netIncome 3256.88 Verrige_Strategy numberOfEmployees 714.56 Verrige_Strategy product OmegaUltrasonix_Solutions Verrige_Strategy product Phloerrx Verrige_Strategy revenue 3799.51 ,,(X (X) (X) (X) (X) (X)),sibling,5
The_Righteous_Path distributor AdonisMotion The_Righteous_Path distributor RabitEdge_Holdings Semplin iso6391Code Jelorin The_Righteous_Path language Semplin RabitEdge_Holdings type Grisschon ,,(X (X) (X (X)) (X (X))),mixed,5
Ravelyte followedBy Soul_sails_of_Endo͋ron Ravelyte producer Avaneon_Veinn ,,(X (X) (X)),sibling,2
Slide2Sound musicSubgenre Powetonez ,,(X (X)),NA,1
Kallarune leaderTitle Liairna_Anatle Kallarune populationDensity 1971.42 ,,(X (X) (X)),sibling,2
Viabuelle leaderTitle High_Locus Viabuelle populationDensity 2135.71 Viabuelle populationMetro 3895.67 Viabuelle type Genlise ,,(X (X) (X) (X) (X)),sibling,4
Oughlain genre Burlythoom ,,(X (X)),NA,1
Fire_Pursuer buildDate Kesay Fire_Pursuer builder Kolsway_Distributors Fire_Pursuer length 12.9_(rigiliths) Fire_Pursuer powerType Quilsara_Drivetrain ,,(X (X) (X) (X) (X)),sibling,4
Hawklance genre G-Twist ,,(X (X)),NA,1
Koru's_Treasure distributor Gentleman_Factory Koru's_Treasure distributor Divinecendant_Shipping Koru's_Treasure editing Oialos Koru's_Treasure language Eystrin Koru's_Treasure runtime 4132.29 Koru's_Treasure starring Nesett_Nialan Koru's_Treasure starring Erjano_Metcan ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
"The_Straits_of_Nowhere author Dana_Grago The_Straits_of_Nowhere precededBy ""Storm_of_the_King_of_the_Jungle"" The_Straits_of_Nowhere publisher Parigo_Publications The_Straits_of_Nowhere releaseDate September_6_4593 ",,(X (X) (X) (X) (X)),sibling,4
Hydris followedBy Castaway_Productions Hydris genre Crunx_slam Hydris musicalBand Sastrick Hydris precededBy Furiq Hydris producer Flix Hydris runtime 1764.47 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Assova_Amevis almaMater Sullod_University Assova_Amevis birthDate January_2_1994 Assova_Amevis citizenship Ervinel Assova_Amevis influencedBy Ouashti_Osarum Assova_Amevis professionalField Ocianalization ,,(X (X) (X) (X) (X) (X)),sibling,5
Captured_Winds distributor Faitrad ,,(X (X)),NA,1
Cantan_Joron birthPlace Banpeis_County Cantan_Joron nationality Stanalor ,,(X (X) (X)),sibling,2
Elzer_Padon birthPlace Aselyris Aselyris governmentType Opolis Aselyris percentageOfAreaWater 2058.93 Elzer_Padon residence Kavertz Elzer_Padon residence Aselyris ,,(X (X) (X (X) (X)) (X (X) (X))),mixed,5
Norka_Elore birthYear 1772 Spin_of_the_Ages starring Gateyon_Rious Spin_of_the_Ages writer Norka_Elore ,,(X (X) (X (X))),mixed,3
Chowelleigh_Flyway operatingOrganisation Fleduc_Repairs ,,(X (X)),NA,1
Mellohigh genre Butterslush Butterslush instrument Delisleen ,,(X (X (X))),chain,2
Mantella address Craneston_Wildway Mantella architect Montanul_Shorn Mantella currentTenants Galex_Business_School Mantella owner Endora_Polyscientific_Institute ,,(X (X) (X) (X) (X)),sibling,4
Plivlson producer Hex_Climate ,,(X (X)),NA,1
Droqueen director Nesett_Nialan Droqueen musicComposer Ayre_Zhirina Droqueen runtime 3131.91 ,,(X (X) (X) (X)),sibling,3
Calderwing_Claw country Olzonas Calderwing_Claw established 18668 ,,(X (X) (X)),sibling,2
KinsMixin_Orsh birthPlace Terres ,,(X (X)),NA,1
Etoumon artist SubtekniX Etoumon genre Skosoar Etoumon releaseDate January_28_1815 ,,(X (X) (X) (X)),sibling,3
Zionamal genre Rapidsuite ,,(X (X)),NA,1
Wavolmea governmentType Military_Monocracy Wavolmea leaderTitle Royne_Balre Wavolmea populationDensity 5032.14 ,,(X (X) (X) (X)),sibling,3
Ohmrowon director Celt_Saffron Ohmrowon starring Cantan_Joron Ohmrowon starring Elignoth_Schade ,,(X (X) (X) (X)),sibling,3
Dawn_Embrace director Aloro_Zon Dawn_Embrace producer Aloro_Zon ,,(X (X) (X)),sibling,2
Alynils_Retailers industry Chloraphene Alynils_Retailers netIncome 714.56 Alynils_Retailers numberOfEmployees 2575.41 Alynils_Retailers product Wowtek_Cables Alynils_Retailers subsidiary Iliteck_Services Alynils_Retailers type Kuvak ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Explore_the_Void cinematography Jacee_Mel Explore_the_Void editing Halexaina_Reian Explore_the_Void musicComposer Balamor_Donae Explore_the_Void runtime 876.92 ,,(X (X) (X) (X) (X)),sibling,4
Winin_Max almaMater Boyle_School_of_Sciences Winin_Max birthDate November_14_1930 Winin_Max professionalField Zeth's_Stratagem_of_Entity_Asymmetry ,,(X (X) (X) (X)),sibling,3
Chrome_Rider buildDate Zarmet Chrome_Rider length 8.33_(lysergic_nautical_miles) ,,(X (X) (X)),sibling,2
Ranyar_Phael birthDate December_6_1266 Ranyar_Phael birthPlace Heupov_County Ranyar_Phael birthPlace Jinyan Ranyar_Phael mission Shenzhou_Primacore Ranyar_Phael mission Nexus_Torch ,,(X (X) (X) (X) (X) (X)),sibling,5
Ballera address Winderoon_Close Ballera architect Exar_Sesar Ballera buildingStartDate September_4th_1928 Ballera currentTenants Autilus_Business_School Ballera owner Londonia_Research_Institute Ballera tenant Autilus_Business_School ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Ranett_Mosv birthDate August_12_2011 Ranett_Mosv height 4387.22 Ranett_Mosv weight 2781.47 ,,(X (X) (X) (X)),sibling,3
Admiralous_Consulting foundingDate July_22_1181 Admiralous_Consulting product Jammino Admiralous_Consulting product Corrour ,,(X (X) (X) (X)),sibling,3
Bronalle leaderTitle Supreme_Voice_of_the_Laws ,,(X (X)),NA,1
Isca_Anxin birthDate May_5_1995 Isca_Anxin birthPlace Avontryr_Sporting Isca_Anxin nationality Breslam ,,(X (X) (X) (X)),sibling,3
Frosty_Fig_Frenzy country Sevara Frosty_Fig_Frenzy course Pelcombea Sevara currency Bajebar Sevara demonym Anvilons Sevara leader Liath_Torec Frosty_Fig_Frenzy mainIngredient Crumbsmeer ,,(X (X) (X) (X (X) (X) (X))),mixed,6
Teneminish precededBy Viebberto Teneminish producer 6Acre Teneminish producer Daron_Bidor Teneminish runtime 2218.56 ,,(X (X) (X) (X) (X)),sibling,4
Montanul_Shorn birthDate June_21_1919 Montanul_Shorn birthPlace Zabrisky Montanul_Shorn deathPlace Selavug Montanul_Shorn knownFor Morin's_Nullification ,,(X (X) (X) (X) (X)),sibling,4
Eventenon_United champions Driteneny_Hotspurs Eventenon_United country Oryasho Transcester_Rovers fullName Turquey_Athletic Transcester_Rovers ground Arena_Equilibrium Transcester_Rovers league Eventenon_United Arena_Equilibrium location Correnhot Transcester_Rovers season 2005-06_Atlas_Glory_Challenge ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Frosty_Fig_Frenzy country Linciel Frosty_Fig_Frenzy course Calonera Linciel language Shifarch ,,(X (X) (X (X))),mixed,3
Ephelion elevationAboveTheSeaLevel 1695.74 ,,(X (X)),NA,1
Aquaphine followedBy AdonisMotion Aquaphine format Permulee Aquaphine producer Obflexan ,,(X (X) (X) (X)),sibling,3
Aspenfield_College academicStaffSize Phricon Aspenfield_College affiliation Ultramar_Pentagon Aspenfield_College campus Tarlui Ultramar_Pentagon city Ollentin Aspenfield_College director Monohut Tacrimon location Malvenna Aspenfield_College wasGivenTheTechnicalCampusStatusBy Tacrimon ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,7
Symphonie_University campus Sertonnor Sertonnor country Mivinsky Mivinsky governmentType Opolis Symphonie_University numberOfStudents 798.83 ,,(X (X) (X (X (X)))),mixed,4
Caro_Nemeo citizenship Nolirma Nolirma language Kellyuan Nolirma longName Alyzirah Caro_Nemeo nationality Bartons ,,(X (X) (X (X) (X))),mixed,4
Ventbrute stylisticOrigin Langitik ,,(X (X)),NA,1
Scriado discovered January_31_1901 ,,(X (X)),NA,1
The_Unknown_Voyage director Vackeron_Bline The_Unknown_Voyage director Euler_Toven The_Unknown_Voyage distributor Gaian The_Unknown_Voyage imdbId 694.79 The_Unknown_Voyage producer Barron The_Unknown_Voyage starring Euler_Toven The_Unknown_Voyage writer Euler_Toven ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Tears_of_Revolution starring Jara_Lumon ,,(X (X)),NA,1
Zangar_Airfield elevationAboveTheSeaLevel 3327.72 Zangar_Airfield location Adermezo Zangar_Airfield operatingOrganisation Queenavmasters Zangar_Airfield runwayLength 837.47 ,,(X (X) (X) (X) (X)),sibling,4
Airvale_Midway cityServed Streakaway_Grand_Prix Airvale_Midway elevationAboveTheSeaLevel 1254.01 Airvale_Midway icaoLocationIdentifier Laileybroke_Air_Pocket Airvale_Midway runwayName Trestor Airvale_Midway runwaySurfaceType Basaltelite ,,(X (X) (X) (X) (X) (X)),sibling,5
Traces_of_Hope cinematography Dracon_Yialon Traces_of_Hope writer Liath_Torec ,,(X (X) (X)),sibling,2
Doness_Veron birthPlace Grak`lze Doness_Veron deathPlace Grak`lze Grak`lze ethnicGroup Zaniarilees Doness_Veron spouse Oerit ,,(X (X) (X (X)) (X (X))),mixed,4
Penrowbridge country Natraia Thrilstone_Skyway location Penrowbridge ,,(X (X (X))),chain,2
Calnoise_Fabrications parentCompany Linkvid_Network ,,(X (X)),NA,1
Doness_Veron birthPlace Inirle Inirle capital Admenth ,,(X (X (X))),chain,2
Chiefiat country Torvia Chiefiat leaderTitle Remol_Certran Chiefiat populationDensity 3314.27 Chiefiat type Xecron Chiefiat utcOffset Yogodam ,,(X (X) (X) (X) (X) (X)),sibling,5
Moirux_Heylin almaMater Discovery_College_of_Warfare_Tactics Moirux_Heylin birthDate April_9_1956 Moirux_Heylin birthPlace Ephio Moirux_Heylin deathDate January_21_2006 Moirux_Heylin deathPlace Brettral Moirux_Heylin nationality Gruzylo ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Mariana runtime 2544.67 ,,(X (X)),NA,1
Cinemagic_Productions followedBy Spendovi Mariana followedBy Cinemagic_Productions Cinemagic_Productions musicalArtist Moirux_Heylin Mariana musicalBand Crozif ,,(X (X) (X (X) (X))),mixed,4
Refanit absoluteMagnitude 2486.59 Refanit discovered December_6_1266 ,,(X (X) (X)),sibling,2
Kevalon_Nemes almaMater Rapton_Global_Tech_Hub Kevalon_Nemes birthPlace Darnay ,,(X (X) (X)),sibling,2
Wrath_of_the_Wolves director Mallen_Reyvas Mallen_Reyvas occupation Fuel_Emissary ,,(X (X (X))),chain,2
Jaggin isPartOf Bimtil_Province ,,(X (X)),NA,1
Corad_Creson birthDate February_28_2019 Corad_Creson knownFor Privity_Adjustment Corad_Creson professionalField Oxevlapzation ,,(X (X) (X) (X)),sibling,3
Geboren_Chasim birthDate November_21_1954 Geboren_Chasim birthName Jorel_Calyon Geboren_Chasim knownFor Novendri's_Theory ,,(X (X) (X) (X)),sibling,3
Keluthon country Tivish ,,(X (X)),NA,1
Westen_Aviations city Naviengra Karrsport_Airport elevationAboveTheSeaLevel 2933.31 Karrsport_Airport operatingOrganisation Westen_Aviations ,,(X (X) (X (X))),mixed,3
Vico_Iolle activeYearsStartYear February_18_1944 ,,(X (X)),NA,1
Tremendous_Tangerine_Treat country Wysonia Tremendous_Tangerine_Treat region Zequeda ,,(X (X) (X)),sibling,2
Nash_Zuenir birthDate April_7_1957 Nash_Zuenir club Ozebor_F.C. Ozebor_F.C. manager Assova_Amevis Nash_Zuenir youthclub Cortling_Hotspurs ,,(X (X) (X) (X (X))),mixed,4
Zorest_Union champions Doir_Loners Solrin_F.C. ground Pitchperfect_Park Solrin_F.C. league Zorest_Union Pitchperfect_Park location Salcolás Solrin_F.C. numberOfMembers 2781.47 Solrin_F.C. season 3645 ,,(X (X) (X) (X (X)) (X (X))),mixed,6
CyberSynclash precededBy Shigtang CyberSynclash producer Nipher_Ylize CyberSynclash runtime 4132.78 CyberSynclash type Jaunty_Boppin'_Blues ,,(X (X) (X) (X) (X)),sibling,4
Bright_Voyager buildDate Dingren Bright_Voyager builder Boltech_Distributors Bright_Voyager cylinderCount 2820.82 Bright_Voyager length 2.75_(majameters) ,,(X (X) (X) (X) (X)),sibling,4
Wearyons releaseDate June_28_2015 Wearyons runtime 4537.51 ,,(X (X) (X)),sibling,2
Fawn_Point_Airfield location Tottisfield Fawn_Point_Airfield runwayLength 3520.39 ,,(X (X) (X)),sibling,2
Fottia absoluteMagnitude 599.41 Fottia apoapsis 3578.93 Fottia epoch JD2991913.3 Fottia orbitalPeriod 1296.18 Fottia periapsis 2933.31 ,,(X (X) (X) (X) (X) (X)),sibling,5
Groquery musicFusionGenre Bloompace ,,(X (X)),NA,1
Presstryx elevationAboveTheSeaLevel 2699.72 Presstryx populationDensity 1743.67 Presstryx utcOffset Bylios ,,(X (X) (X) (X)),sibling,3
Reebrood_Freight city Condonn_City Lorlere leader Zannes_Sorem Reebrood_Freight regionServed Lorlere Condonn_City type Damphollow ,,(X (X (X)) (X (X))),mixed,4
Corad_Creson nationality Citimun Corad_Creson residence Regosce Corad_Creson spouse Fretheon_Rykne ,,(X (X) (X) (X)),sibling,3
Lintra_Solutions foundingDate May_10_1942 Lintra_Solutions location Therod Lintra_Solutions product Lignoflux ,,(X (X) (X) (X)),sibling,3
Climber_Cup country Stanalor Qarintin_Sporting league Climber_Cup Qarintin_Sporting nickname Verhat Qarintin_Sporting numberOfMembers 3943.99 ,,(X (X) (X) (X (X))),mixed,4
Gevril_Eino birthDate September_3_1995 Gevril_Eino birthPlace Klantar Gevril_Eino deathPlace Dyrslant Gevril_Eino mission Viadanus_Express_3 Gevril_Eino servedAsChiefOfTheAstronautOfficeIn 3691 ,,(X (X) (X) (X) (X) (X)),sibling,5
Aderon_Feenon almaMater Oberon_Academy_of_Military_Sciences Aderon_Feenon award Distinguished_Loyalty_Crest Aderon_Feenon birthDate January_21_1926 Aderon_Feenon birthPlace Shamark Aderon_Feenon nationality Linciel ,,(X (X) (X) (X) (X) (X)),sibling,5
Daruelix_Station cityServed Zenith_Park Daruelix_Station location Wyckhill Daruelix_Station operatingOrganisation Remtech_Manufacturing ,,(X (X) (X) (X)),sibling,3
Scream_Soarer buildDate Oyestin Scream_Soarer builder Miralene_Technology Scream_Soarer length 4.53_(light-years) ,,(X (X) (X) (X)),sibling,3
Zireen_William birthDate May_12_2009 Frolspen musicComposer Zireen_William ,,(X (X (X))),chain,2
Brevin_Jakule birthPlace Dinghai Brevin_Jakule nationality Aslinor ,,(X (X) (X)),sibling,2
Krant_Nemol almaMater Meeri_Academy Krant_Nemol birthDate June_6_1989 Krant_Nemol knownFor Temperament_Graviton ,,(X (X) (X) (X)),sibling,3
Sunburst_of_Givond established 18668 Womvana_County hasToItsWest Abington_County Sunburst_of_Givond location Womvana_County ,,(X (X) (X (X))),mixed,3
Brineon_Darka birthDate January_16_1929 Brineon_Darka birthPlace Bergweiler Brineon_Darka birthPlace Veronar Brineon_Darka deathDate June_16_1997 ,,(X (X) (X) (X) (X)),sibling,4
Laneux_Station cityServed Mach_Stream_Raceway Laneux_Station icaoLocationIdentifier Sarkenby_International Laneux_Station operatingOrganisation Miralene_Technology Laneux_Station runwayLength 823.43 ,,(X (X) (X) (X) (X)),sibling,4
Soner_Onnawe deathPlace Zabrisky Zabrisky foundingDate December_5_1924 ,,(X (X (X))),chain,2
"Exar_Sesar birthDate June_2_2021 Exar_Sesar birthPlace Gandrax Exar_Sesar doctoralAdvisor ""Social ",,(X (X) (X) (X)),sibling,3
Hydris genre Crunchy_Groovez Hydris recordLabel Phantom_Instruments ,,(X (X) (X)),sibling,2
Swintops formerBandMember Remol_Certran Swintops formerBandMember Assova_Amevis Aquaphine musicalBand Swintops ,,(X (X (X) (X))),mixed,3
Balamor_Donae almaMater Caerus_Foundation_for_Command_and_Control Balamor_Donae birthDate February_22_1920 Balamor_Donae birthPlace Brettral Balamor_Donae deathPlace Hettigin Balamor_Donae servedAsChiefOfTheAstronautOfficeIn 9128 ,,(X (X) (X) (X) (X) (X)),sibling,5
