id,triples,data_unit,actual,shape,shape_type,local_size,size
435,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team)  ,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team) ,,(X (X) (X) (X)),sibling,1,3
436,Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman creator Steve_Bright Bananaman starring Graeme_Garden  ,Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman creator Steve_Bright Bananaman starring Graeme_Garden ,,(X (X) (X) (X (X))),mixed,1,4
437,GMA_New_Media industry Mass_Media GMA_New_Media location GMA_Network_Center  ,GMA_New_Media industry Mass_Media GMA_New_Media location GMA_Network_Center ,,(X (X) (X)),sibling,1,2
438,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
439,Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman starring Tim_Brooke-Taylor  ,Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman starring Tim_Brooke-Taylor ,,(X (X) (X) (X)),sibling,1,3
440,ALCO_RS-3 cylinderCount 12 ALCO_RS-3 length 17068.8 (millimetres)  ,ALCO_RS-3 cylinderCount 12 ALCO_RS-3 length 17068.8 (millimetres) ,,(X (X) (X)),sibling,1,2
441,Tom_Sizemore spouse Maeve_Quinlan  ,Tom_Sizemore spouse Maeve_Quinlan ,,(X (X)),,1,1
442,Bedford_Aerodrome cityServed Bedford_Autodrome Thurleigh country United_Kingdom Bedford_Aerodrome location Thurleigh Thurleigh postalCode MK44  ,Bedford_Aerodrome cityServed Bedford_Autodrome Thurleigh country United_Kingdom Bedford_Aerodrome location Thurleigh Thurleigh postalCode MK44 ,,(X (X) (X (X) (X))),mixed,1,4
443,"Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Bangalore founder Kempe_Gowda_I All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology state Karnataka Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education  ","Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Bangalore founder Kempe_Gowda_I All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology state Karnataka Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ",,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
444,Super_Capers distributor Lionsgate Super_Capers gross 30955.0 Super_Capers starring Justin_Whalin  ,Super_Capers distributor Lionsgate Super_Capers gross 30955.0 Super_Capers starring Justin_Whalin ,,(X (X) (X) (X)),sibling,1,3
445,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening Expect_a_Miracle runtime 54.56 Expect_a_Miracle type Compilation_Album  ,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening Expect_a_Miracle runtime 54.56 Expect_a_Miracle type Compilation_Album ,,(X (X) (X) (X) (X) (X)),sibling,1,5
446,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878)  ,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878) ,,(X (X) (X) (X)),sibling,1,3
447,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business ",,(X (X) (X) (X) (X (X))),mixed,1,5
448,Ciudad_Ayala country Mexico Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala country Mexico Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationMetro 1777539 Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
449,"Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000  ","Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ",,(X (X) (X) (X (X))),mixed,1,4
450,Liselotte_Grschebina birthPlace German_Empire  ,Liselotte_Grschebina birthPlace German_Empire ,,(X (X)),,1,1
451,It's_Great_to_Be_Young_(1956_film) starring John_Mills  ,It's_Great_to_Be_Young_(1956_film) starring John_Mills ,,(X (X)),,1,1
452,University_of_Burgundy numberOfStudents 27400 University_of_Burgundy staff 2900  ,University_of_Burgundy numberOfStudents 27400 University_of_Burgundy staff 2900 ,,(X (X) (X)),sibling,1,2
453,Nurhan_Atasoy citizenship Turkey Turkey demonym Turk Nurhan_Atasoy residence Istanbul Istanbul utcOffset +2  ,Nurhan_Atasoy citizenship Turkey Turkey demonym Turk Nurhan_Atasoy residence Istanbul Istanbul utcOffset +2 ,,(X (X (X)) (X (X))),mixed,1,4
454,Noise_rock musicFusionGenre Noise_pop  ,Noise_rock musicFusionGenre Noise_pop ,,(X (X)),,1,1
455,Turn_Me_On_(album) genre Punk_blues Punk_blues stylisticOrigin Garage_rock  ,Turn_Me_On_(album) genre Punk_blues Punk_blues stylisticOrigin Garage_rock ,,(X (X (X))),chain,1,2
456,Akeem_Ayers activeYearsStartYear 2011 Akeem_Ayers debutTeam Tennessee_Titans  ,Akeem_Ayers activeYearsStartYear 2011 Akeem_Ayers debutTeam Tennessee_Titans ,,(X (X) (X)),sibling,1,2
457,Hypermarcas numberOfEmployees 10252 Hypermarcas revenue 1800000000  ,Hypermarcas numberOfEmployees 10252 Hypermarcas revenue 1800000000 ,,(X (X) (X)),sibling,1,2
458,Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala timeZone Pacific_Standard_Time_Zone Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala timeZone Pacific_Standard_Time_Zone Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X)),sibling,1,3
459,Grigory_Neujmin birthDate 1886-01-01 1147_Stavropolis discoverer Grigory_Neujmin  ,Grigory_Neujmin birthDate 1886-01-01 1147_Stavropolis discoverer Grigory_Neujmin ,,(X (X (X))),chain,1,2
460,MotorSport_Vision foundedBy Jonathan_Palmer MotorSport_Vision foundingYear 2004 Bedford_Aerodrome location Thurleigh Bedford_Aerodrome operatingOrganisation MotorSport_Vision  ,MotorSport_Vision foundedBy Jonathan_Palmer MotorSport_Vision foundingYear 2004 Bedford_Aerodrome location Thurleigh Bedford_Aerodrome operatingOrganisation MotorSport_Vision ,,(X (X) (X (X) (X))),mixed,1,4
461,Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C  ,Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C ,,(X (X) (X) (X) (X (X))),mixed,1,5
462,University_of_Cambridge type Research_university  ,University_of_Cambridge type Research_university ,,(X (X)),,1,1
463,Nurhan_Atasoy award State_Award_for_Superior_Achievement  ,Nurhan_Atasoy award State_Award_for_Superior_Achievement ,,(X (X)),,1,1
464,Sludge_metal instrument Singing  ,Sludge_metal instrument Singing ,,(X (X)),,1,1
465,English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald  ,English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald ,,(X (X) (X) (X)),sibling,1,3
466,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0  ,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0 ,,(X (X) (X) (X)),sibling,1,3
467,Louis_Levy birthPlace England It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy  ,Louis_Levy birthPlace England It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy ,,(X (X (X))),chain,1,2
468,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology state Karnataka Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education  ","Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology state Karnataka Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ",,(X (X) (X) (X) (X) (X (X))),mixed,1,6
469,J._R._R._Tolkien birthDate 1892-01-03  ,J._R._R._Tolkien birthDate 1892-01-03 ,,(X (X)),,1,1
470,Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Post-metal instrument Synthesizer Sludge_metal instrument Singing  ,Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Post-metal instrument Synthesizer Sludge_metal instrument Singing ,,(X (X (X)) (X (X))),mixed,1,4
471,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon  ,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon ,,(X (X) (X) (X) (X)),sibling,1,4
472,Anatole_de_Grunwald birthDate 1910-12-25 English_Without_Tears producer Anatole_de_Grunwald  ,Anatole_de_Grunwald birthDate 1910-12-25 English_Without_Tears producer Anatole_de_Grunwald ,,(X (X (X))),chain,1,2
473,It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker  ,It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,,(X (X) (X) (X)),sibling,1,3
474,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania  ","11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ",,(X (X) (X) (X) (X (X))),mixed,1,5
475,University_of_Cambridge affiliation League_of_European_Research_Universities Brandon_Carter almaMater University_of_Cambridge  ,University_of_Cambridge affiliation League_of_European_Research_Universities Brandon_Carter almaMater University_of_Cambridge ,,(X (X (X))),chain,1,2
476,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome runwayLength 1095.0  ,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome runwayLength 1095.0 ,,(X (X) (X)),sibling,1,2
477,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina nationality Israel  ,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina nationality Israel ,,(X (X) (X) (X)),sibling,1,3
478,Abdul_Taib_Mahmud party Parti_Pesaka_Bumiputera_Bersatu Abdul_Taib_Mahmud residence Sarawak  ,Abdul_Taib_Mahmud party Parti_Pesaka_Bumiputera_Bersatu Abdul_Taib_Mahmud residence Sarawak ,,(X (X) (X)),sibling,1,2
479,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Bionico ingredient Raisin Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara  ,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Bionico ingredient Raisin Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
480,Max_Benedict deathYear 1986 It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) editing Max_Benedict It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy  ,Max_Benedict deathYear 1986 It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) editing Max_Benedict It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy ,,(X (X) (X) (X (X))),mixed,1,4
481,University_of_Burgundy campus Dijon University_of_Burgundy numberOfDoctoralStudents 1299  ,University_of_Burgundy campus Dijon University_of_Burgundy numberOfDoctoralStudents 1299 ,,(X (X) (X)),sibling,1,2
482,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11  ,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11 ,,(X (X) (X) (X)),sibling,1,3
483,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas imdbId 0004319 McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878)  ,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas imdbId 0004319 McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
484,1147_Stavropolis periapsis 260855000000.0  ,1147_Stavropolis periapsis 260855000000.0 ,,(X (X)),,1,1
485,Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast  ,Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast ,,(X (X)),,1,1
486,Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann weight 70.308  ,Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann weight 70.308 ,,(X (X) (X)),sibling,1,2
487,Darinka_Dentcheva almaMater Humboldt_University Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński  ,Darinka_Dentcheva almaMater Humboldt_University Darinka_Dentcheva birthDate 1958-01-01 Darinka_Dentcheva citizenship United_States Darinka_Dentcheva influencedBy Andrzej_Piotr_Ruszczyński ,,(X (X) (X) (X) (X)),sibling,1,4
488,Nie_Haisheng birthPlace Zaoyang Zaoyang isPartOf Hubei Zaoyang isPartOf Xiangyang Nie_Haisheng mission Shenzhou_10 Nie_Haisheng mission Shenzhou_6  ,Nie_Haisheng birthPlace Zaoyang Zaoyang isPartOf Hubei Zaoyang isPartOf Xiangyang Nie_Haisheng mission Shenzhou_10 Nie_Haisheng mission Shenzhou_6 ,,(X (X) (X) (X (X) (X))),mixed,1,5
489,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0  ,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
490,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky  ,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky ,,(X (X) (X)),sibling,1,2
491,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy nationality Turkish_people  ,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy nationality Turkish_people ,,(X (X) (X)),sibling,1,2
492,Bionico course Dessert Bionico region Guadalajara  ,Bionico course Dessert Bionico region Guadalajara ,,(X (X) (X)),sibling,1,2
493,Hypermarcas foundingDate 2001-01-01 Hypermarcas product Cosmetics  ,Hypermarcas foundingDate 2001-01-01 Hypermarcas product Cosmetics ,,(X (X) (X)),sibling,1,2
494,Brandon_Carter birthDate 1942-01-01 Brandon_Carter doctoralAdvisor Dennis_William_Sciama  ,Brandon_Carter birthDate 1942-01-01 Brandon_Carter doctoralAdvisor Dennis_William_Sciama ,,(X (X) (X)),sibling,1,2
495,"Al_Asad_Airbase icaoLocationIdentifier ""ORAA"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force  ","Al_Asad_Airbase icaoLocationIdentifier ""ORAA"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force ",,(X (X) (X)),sibling,1,2
496,Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov currentclub FC_Amkar_Perm FC_Terek_Grozny ground Grozny Aleksandr_Prudnikov height 185.0 (centimetres) FC_Amkar_Perm manager Gadzhi_Gadzhiyev  ,Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov currentclub FC_Amkar_Perm FC_Terek_Grozny ground Grozny Aleksandr_Prudnikov height 185.0 (centimetres) FC_Amkar_Perm manager Gadzhi_Gadzhiyev ,,(X (X) (X (X)) (X (X))),mixed,1,5
497,Philippines leader Leni_Robredo  ,Philippines leader Leni_Robredo ,,(X (X)),,1,1
498,Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000  ,Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ,,(X (X) (X) (X (X))),mixed,1,4
499,"Darinka_Dentcheva citizenship United_States United_States leaderTitle ""Vice President""  ","Darinka_Dentcheva citizenship United_States United_States leaderTitle ""Vice President"" ",,(X (X (X))),chain,1,2
500,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre)  ,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre) ,,(X (X) (X)),sibling,1,2
501,Reggae stylisticOrigin Rhythm_and_Blues  ,Reggae stylisticOrigin Rhythm_and_Blues ,,(X (X)),,1,1
502,"Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000  ","Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ",,(X (X) (X) (X) (X (X))),mixed,1,5
503,ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE  ,ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE ,,(X (X) (X (X))),mixed,1,3
504,Super_Capers starring Adam_West  ,Super_Capers starring Adam_West ,,(X (X)),,1,1
505,Saint_Petersburg foundingDate 1703-05-27  ,Saint_Petersburg foundingDate 1703-05-27 ,,(X (X)),,1,1
506,Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) musicalBand Train_(band) Mermaid_(Train_song) recordLabel Columbia_Records Mermaid_(Train_song) runtime 3.16  ,Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) musicalBand Train_(band) Mermaid_(Train_song) recordLabel Columbia_Records Mermaid_(Train_song) runtime 3.16 ,,(X (X) (X) (X) (X)),sibling,1,4
507,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome location Thurleigh Bedford_Aerodrome runwayLength 1095.0  ,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome location Thurleigh Bedford_Aerodrome runwayLength 1095.0 ,,(X (X) (X) (X)),sibling,1,3
508,Lady_Anne_Monson birthDate 1726-01-01 Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson spouse George_Monson  ,Lady_Anne_Monson birthDate 1726-01-01 Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson spouse George_Monson ,,(X (X) (X) (X) (X) (X)),sibling,1,5
509,"Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Sandesh_(confectionery) Bionico mainIngredient ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins""  ","Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Dessert dishVariation Sandesh_(confectionery) Bionico mainIngredient ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" ",,(X (X) (X (X)) (X (X) (X))),mixed,1,6
510,MotorSport_Vision foundedBy Peter_Ogden Bedford_Aerodrome operatingOrganisation MotorSport_Vision  ,MotorSport_Vision foundedBy Peter_Ogden Bedford_Aerodrome operatingOrganisation MotorSport_Vision ,,(X (X (X))),chain,1,2
511,Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthDate 1942-01-01  ,Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthDate 1942-01-01 ,,(X (X) (X)),sibling,1,2
512,Cecil_Parker birthYear 1897 It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker  ,Cecil_Parker birthYear 1897 It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,,(X (X (X))),chain,1,2
513,"AmeriGas city King_of_Prussia,_Pennsylvania AmeriGas country United_States AmeriGas industry Energy_industry AmeriGas netIncome 211200000 AmeriGas operatingIncome 380700000 AmeriGas regionServed United_States  ","AmeriGas city King_of_Prussia,_Pennsylvania AmeriGas country United_States AmeriGas industry Energy_industry AmeriGas netIncome 211200000 AmeriGas operatingIncome 380700000 AmeriGas regionServed United_States ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
514,Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome location Thurleigh Thurleigh postalCode MK44  ,Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome location Thurleigh Thurleigh postalCode MK44 ,,(X (X) (X (X))),mixed,1,3
515,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina deathDate 1994-06-14  ,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina deathDate 1994-06-14 ,,(X (X) (X) (X)),sibling,1,3
